Criado como novo conjunto de dados;Amostra 269 por fsouto data terça-feira, março 25 2025
cm-1;A
3677,00;0,0021
3676,00;0,0021
3675,00;0,0021
3674,00;0,0020
3673,00;0,0020
3672,00;0,0020
3671,00;0,0020
3670,00;0,0020
3669,00;0,0020
3668,00;0,0020
3667,00;0,0020
3666,00;0,0020
3665,00;0,0020
3664,00;0,0020
3663,00;0,0019
3662,00;0,0019
3661,00;0,0019
3660,00;0,0020
3659,00;0,0020
3658,00;0,0020
3657,00;0,0020
3656,00;0,0020
3655,00;0,0020
3654,00;0,0020
3653,00;0,0020
3652,00;0,0020
3651,00;0,0020
3650,00;0,0020
3649,00;0,0020
3648,00;0,0020
3647,00;0,0020
3646,00;0,0020
3645,00;0,0019
3644,00;0,0019
3643,00;0,0019
3642,00;0,0019
3641,00;0,0019
3640,00;0,0020
3639,00;0,0020
3638,00;0,0020
3637,00;0,0020
3636,00;0,0020
3635,00;0,0020
3634,00;0,0020
3633,00;0,0020
3632,00;0,0019
3631,00;0,0019
3630,00;0,0019
3629,00;0,0019
3628,00;0,0020
3627,00;0,0020
3626,00;0,0020
3625,00;0,0020
3624,00;0,0020
3623,00;0,0020
3622,00;0,0020
3621,00;0,0020
3620,00;0,0021
3619,00;0,0021
3618,00;0,0021
3617,00;0,0021
3616,00;0,0021
3615,00;0,0021
3614,00;0,0020
3613,00;0,0020
3612,00;0,0020
3611,00;0,0020
3610,00;0,0021
3609,00;0,0021
3608,00;0,0021
3607,00;0,0022
3606,00;0,0022
3605,00;0,0022
3604,00;0,0022
3603,00;0,0022
3602,00;0,0021
3601,00;0,0021
3600,00;0,0021
3599,00;0,0021
3598,00;0,0022
3597,00;0,0022
3596,00;0,0022
3595,00;0,0022
3594,00;0,0022
3593,00;0,0022
3592,00;0,0022
3591,00;0,0022
3590,00;0,0022
3589,00;0,0022
3588,00;0,0022
3587,00;0,0022
3586,00;0,0022
3585,00;0,0022
3584,00;0,0022
3583,00;0,0022
3582,00;0,0022
3581,00;0,0023
3580,00;0,0023
3579,00;0,0023
3578,00;0,0023
3577,00;0,0023
3576,00;0,0023
3575,00;0,0023
3574,00;0,0023
3573,00;0,0023
3572,00;0,0023
3571,00;0,0023
3570,00;0,0023
3569,00;0,0023
3568,00;0,0023
3567,00;0,0024
3566,00;0,0024
3565,00;0,0024
3564,00;0,0024
3563,00;0,0024
3562,00;0,0024
3561,00;0,0024
3560,00;0,0024
3559,00;0,0024
3558,00;0,0024
3557,00;0,0025
3556,00;0,0025
3555,00;0,0025
3554,00;0,0025
3553,00;0,0025
3552,00;0,0025
3551,00;0,0025
3550,00;0,0025
3549,00;0,0025
3548,00;0,0025
3547,00;0,0025
3546,00;0,0025
3545,00;0,0025
3544,00;0,0025
3543,00;0,0025
3542,00;0,0025
3541,00;0,0025
3540,00;0,0025
3539,00;0,0025
3538,00;0,0025
3537,00;0,0025
3536,00;0,0025
3535,00;0,0025
3534,00;0,0025
3533,00;0,0025
3532,00;0,0026
3531,00;0,0026
3530,00;0,0026
3529,00;0,0026
3528,00;0,0026
3527,00;0,0026
3526,00;0,0026
3525,00;0,0026
3524,00;0,0027
3523,00;0,0027
3522,00;0,0027
3521,00;0,0027
3520,00;0,0027
3519,00;0,0027
3518,00;0,0027
3517,00;0,0028
3516,00;0,0028
3515,00;0,0028
3514,00;0,0028
3513,00;0,0028
3512,00;0,0028
3511,00;0,0028
3510,00;0,0028
3509,00;0,0028
3508,00;0,0028
3507,00;0,0028
3506,00;0,0027
3505,00;0,0027
3504,00;0,0027
3503,00;0,0027
3502,00;0,0028
3501,00;0,0028
3500,00;0,0028
3499,00;0,0028
3498,00;0,0028
3497,00;0,0029
3496,00;0,0029
3495,00;0,0029
3494,00;0,0028
3493,00;0,0028
3492,00;0,0029
3491,00;0,0029
3490,00;0,0029
3489,00;0,0029
3488,00;0,0029
3487,00;0,0029
3486,00;0,0029
3485,00;0,0029
3484,00;0,0029
3483,00;0,0029
3482,00;0,0030
3481,00;0,0030
3480,00;0,0030
3479,00;0,0030
3478,00;0,0030
3477,00;0,0030
3476,00;0,0030
3475,00;0,0030
3474,00;0,0030
3473,00;0,0030
3472,00;0,0030
3471,00;0,0030
3470,00;0,0030
3469,00;0,0030
3468,00;0,0030
3467,00;0,0030
3466,00;0,0030
3465,00;0,0030
3464,00;0,0030
3463,00;0,0030
3462,00;0,0030
3461,00;0,0031
3460,00;0,0031
3459,00;0,0031
3458,00;0,0031
3457,00;0,0031
3456,00;0,0031
3455,00;0,0031
3454,00;0,0031
3453,00;0,0031
3452,00;0,0031
3451,00;0,0032
3450,00;0,0032
3449,00;0,0032
3448,00;0,0032
3447,00;0,0032
3446,00;0,0031
3445,00;0,0031
3444,00;0,0031
3443,00;0,0032
3442,00;0,0032
3441,00;0,0032
3440,00;0,0032
3439,00;0,0032
3438,00;0,0032
3437,00;0,0032
3436,00;0,0032
3435,00;0,0033
3434,00;0,0033
3433,00;0,0033
3432,00;0,0032
3431,00;0,0032
3430,00;0,0032
3429,00;0,0032
3428,00;0,0032
3427,00;0,0032
3426,00;0,0032
3425,00;0,0032
3424,00;0,0033
3423,00;0,0033
3422,00;0,0033
3421,00;0,0033
3420,00;0,0033
3419,00;0,0033
3418,00;0,0033
3417,00;0,0033
3416,00;0,0033
3415,00;0,0034
3414,00;0,0034
3413,00;0,0034
3412,00;0,0034
3411,00;0,0034
3410,00;0,0034
3409,00;0,0034
3408,00;0,0034
3407,00;0,0034
3406,00;0,0035
3405,00;0,0035
3404,00;0,0035
3403,00;0,0035
3402,00;0,0035
3401,00;0,0036
3400,00;0,0036
3399,00;0,0036
3398,00;0,0036
3397,00;0,0036
3396,00;0,0036
3395,00;0,0036
3394,00;0,0036
3393,00;0,0036
3392,00;0,0037
3391,00;0,0037
3390,00;0,0037
3389,00;0,0038
3388,00;0,0038
3387,00;0,0038
3386,00;0,0038
3385,00;0,0038
3384,00;0,0038
3383,00;0,0038
3382,00;0,0038
3381,00;0,0039
3380,00;0,0039
3379,00;0,0039
3378,00;0,0039
3377,00;0,0039
3376,00;0,0039
3375,00;0,0040
3374,00;0,0040
3373,00;0,0040
3372,00;0,0041
3371,00;0,0041
3370,00;0,0041
3369,00;0,0041
3368,00;0,0042
3367,00;0,0042
3366,00;0,0042
3365,00;0,0042
3364,00;0,0042
3363,00;0,0043
3362,00;0,0043
3361,00;0,0044
3360,00;0,0045
3359,00;0,0045
3358,00;0,0045
3357,00;0,0045
3356,00;0,0045
3355,00;0,0046
3354,00;0,0046
3353,00;0,0046
3352,00;0,0047
3351,00;0,0047
3350,00;0,0048
3349,00;0,0049
3348,00;0,0049
3347,00;0,0050
3346,00;0,0051
3345,00;0,0052
3344,00;0,0052
3343,00;0,0053
3342,00;0,0054
3341,00;0,0055
3340,00;0,0056
3339,00;0,0057
3338,00;0,0058
3337,00;0,0059
3336,00;0,0061
3335,00;0,0062
3334,00;0,0064
3333,00;0,0065
3332,00;0,0067
3331,00;0,0069
3330,00;0,0071
3329,00;0,0073
3328,00;0,0075
3327,00;0,0077
3326,00;0,0079
3325,00;0,0081
3324,00;0,0084
3323,00;0,0086
3322,00;0,0089
3321,00;0,0092
3320,00;0,0095
3319,00;0,0099
3318,00;0,0102
3317,00;0,0105
3316,00;0,0109
3315,00;0,0112
3314,00;0,0115
3313,00;0,0118
3312,00;0,0121
3311,00;0,0124
3310,00;0,0127
3309,00;0,0130
3308,00;0,0132
3307,00;0,0134
3306,00;0,0135
3305,00;0,0136
3304,00;0,0138
3303,00;0,0139
3302,00;0,0140
3301,00;0,0140
3300,00;0,0140
3299,00;0,0140
3298,00;0,0139
3297,00;0,0138
3296,00;0,0137
3295,00;0,0136
3294,00;0,0134
3293,00;0,0132
3292,00;0,0130
3291,00;0,0129
3290,00;0,0127
3289,00;0,0125
3288,00;0,0122
3287,00;0,0120
3286,00;0,0118
3285,00;0,0115
3284,00;0,0113
3283,00;0,0110
3282,00;0,0107
3281,00;0,0104
3280,00;0,0102
3279,00;0,0099
3278,00;0,0097
3277,00;0,0095
3276,00;0,0092
3275,00;0,0090
3274,00;0,0088
3273,00;0,0086
3272,00;0,0084
3271,00;0,0083
3270,00;0,0081
3269,00;0,0080
3268,00;0,0078
3267,00;0,0077
3266,00;0,0076
3265,00;0,0074
3264,00;0,0073
3263,00;0,0072
3262,00;0,0070
3261,00;0,0069
3260,00;0,0068
3259,00;0,0067
3258,00;0,0065
3257,00;0,0064
3256,00;0,0063
3255,00;0,0062
3254,00;0,0061
3253,00;0,0060
3252,00;0,0059
3251,00;0,0058
3250,00;0,0057
3249,00;0,0056
3248,00;0,0056
3247,00;0,0055
3246,00;0,0054
3245,00;0,0054
3244,00;0,0053
3243,00;0,0052
3242,00;0,0052
3241,00;0,0051
3240,00;0,0050
3239,00;0,0050
3238,00;0,0050
3237,00;0,0049
3236,00;0,0049
3235,00;0,0048
3234,00;0,0048
3233,00;0,0048
3232,00;0,0047
3231,00;0,0047
3230,00;0,0047
3229,00;0,0047
3228,00;0,0046
3227,00;0,0046
3226,00;0,0046
3225,00;0,0046
3224,00;0,0046
3223,00;0,0046
3222,00;0,0046
3221,00;0,0045
3220,00;0,0045
3219,00;0,0045
3218,00;0,0044
3217,00;0,0044
3216,00;0,0044
3215,00;0,0044
3214,00;0,0044
3213,00;0,0044
3212,00;0,0044
3211,00;0,0044
3210,00;0,0043
3209,00;0,0043
3208,00;0,0044
3207,00;0,0044
3206,00;0,0044
3205,00;0,0043
3204,00;0,0043
3203,00;0,0043
3202,00;0,0043
3201,00;0,0042
3200,00;0,0042
3199,00;0,0042
3198,00;0,0042
3197,00;0,0042
3196,00;0,0042
3195,00;0,0041
3194,00;0,0041
3193,00;0,0041
3192,00;0,0041
3191,00;0,0040
3190,00;0,0040
3189,00;0,0040
3188,00;0,0040
3187,00;0,0040
3186,00;0,0039
3185,00;0,0039
3184,00;0,0039
3183,00;0,0039
3182,00;0,0039
3181,00;0,0038
3180,00;0,0038
3179,00;0,0038
3178,00;0,0038
3177,00;0,0038
3176,00;0,0037
3175,00;0,0037
3174,00;0,0037
3173,00;0,0036
3172,00;0,0036
3171,00;0,0036
3170,00;0,0036
3169,00;0,0035
3168,00;0,0035
3167,00;0,0035
3166,00;0,0035
3165,00;0,0035
3164,00;0,0035
3163,00;0,0035
3162,00;0,0035
3161,00;0,0035
3160,00;0,0034
3159,00;0,0034
3158,00;0,0034
3157,00;0,0034
3156,00;0,0034
3155,00;0,0034
3154,00;0,0034
3153,00;0,0033
3152,00;0,0033
3151,00;0,0033
3150,00;0,0034
3149,00;0,0033
3148,00;0,0033
3147,00;0,0033
3146,00;0,0033
3145,00;0,0033
3144,00;0,0033
3143,00;0,0033
3142,00;0,0033
3141,00;0,0033
3140,00;0,0032
3139,00;0,0033
3138,00;0,0033
3137,00;0,0033
3136,00;0,0033
3135,00;0,0033
3134,00;0,0033
3133,00;0,0033
3132,00;0,0032
3131,00;0,0032
3130,00;0,0033
3129,00;0,0033
3128,00;0,0033
3127,00;0,0033
3126,00;0,0033
3125,00;0,0033
3124,00;0,0033
3123,00;0,0033
3122,00;0,0033
3121,00;0,0033
3120,00;0,0033
3119,00;0,0033
3118,00;0,0033
3117,00;0,0033
3116,00;0,0034
3115,00;0,0034
3114,00;0,0034
3113,00;0,0034
3112,00;0,0034
3111,00;0,0035
3110,00;0,0035
3109,00;0,0035
3108,00;0,0035
3107,00;0,0036
3106,00;0,0036
3105,00;0,0037
3104,00;0,0037
3103,00;0,0037
3102,00;0,0038
3101,00;0,0038
3100,00;0,0038
3099,00;0,0039
3098,00;0,0039
3097,00;0,0039
3096,00;0,0040
3095,00;0,0040
3094,00;0,0041
3093,00;0,0041
3092,00;0,0042
3091,00;0,0042
3090,00;0,0043
3089,00;0,0043
3088,00;0,0043
3087,00;0,0043
3086,00;0,0043
3085,00;0,0043
3084,00;0,0042
3083,00;0,0042
3082,00;0,0042
3081,00;0,0041
3080,00;0,0041
3079,00;0,0041
3078,00;0,0041
3077,00;0,0040
3076,00;0,0040
3075,00;0,0040
3074,00;0,0039
3073,00;0,0039
3072,00;0,0039
3071,00;0,0038
3070,00;0,0038
3069,00;0,0037
3068,00;0,0037
3067,00;0,0036
3066,00;0,0036
3065,00;0,0036
3064,00;0,0036
3063,00;0,0036
3062,00;0,0035
3061,00;0,0035
3060,00;0,0035
3059,00;0,0034
3058,00;0,0034
3057,00;0,0034
3056,00;0,0034
3055,00;0,0033
3054,00;0,0033
3053,00;0,0033
3052,00;0,0033
3051,00;0,0032
3050,00;0,0032
3049,00;0,0032
3048,00;0,0031
3047,00;0,0031
3046,00;0,0030
3045,00;0,0030
3044,00;0,0030
3043,00;0,0030
3042,00;0,0030
3041,00;0,0030
3040,00;0,0030
3039,00;0,0029
3038,00;0,0029
3037,00;0,0029
3036,00;0,0029
3035,00;0,0029
3034,00;0,0029
3033,00;0,0029
3032,00;0,0029
3031,00;0,0029
3030,00;0,0029
3029,00;0,0029
3028,00;0,0029
3027,00;0,0029
3026,00;0,0029
3025,00;0,0029
3024,00;0,0029
3023,00;0,0029
3022,00;0,0029
3021,00;0,0029
3020,00;0,0030
3019,00;0,0030
3018,00;0,0030
3017,00;0,0030
3016,00;0,0030
3015,00;0,0030
3014,00;0,0031
3013,00;0,0031
3012,00;0,0031
3011,00;0,0031
3010,00;0,0031
3009,00;0,0032
3008,00;0,0032
3007,00;0,0032
3006,00;0,0032
3005,00;0,0032
3004,00;0,0033
3003,00;0,0033
3002,00;0,0033
3001,00;0,0034
3000,00;0,0034
2999,00;0,0034
2998,00;0,0034
2997,00;0,0034
2996,00;0,0034
2995,00;0,0035
2994,00;0,0035
2993,00;0,0036
2992,00;0,0036
2991,00;0,0037
2990,00;0,0038
2989,00;0,0038
2988,00;0,0039
2987,00;0,0039
2986,00;0,0040
2985,00;0,0040
2984,00;0,0041
2983,00;0,0042
2982,00;0,0042
2981,00;0,0043
2980,00;0,0045
2979,00;0,0046
2978,00;0,0047
2977,00;0,0048
2976,00;0,0050
2975,00;0,0051
2974,00;0,0053
2973,00;0,0055
2972,00;0,0057
2971,00;0,0059
2970,00;0,0061
2969,00;0,0064
2968,00;0,0066
2967,00;0,0069
2966,00;0,0071
2965,00;0,0074
2964,00;0,0077
2963,00;0,0079
2962,00;0,0082
2961,00;0,0085
2960,00;0,0087
2959,00;0,0090
2958,00;0,0092
2957,00;0,0094
2956,00;0,0096
2955,00;0,0097
2954,00;0,0100
2953,00;0,0102
2952,00;0,0105
2951,00;0,0109
2950,00;0,0112
2949,00;0,0117
2948,00;0,0122
2947,00;0,0127
2946,00;0,0132
2945,00;0,0137
2944,00;0,0142
2943,00;0,0148
2942,00;0,0154
2941,00;0,0161
2940,00;0,0169
2939,00;0,0177
2938,00;0,0186
2937,00;0,0196
2936,00;0,0207
2935,00;0,0217
2934,00;0,0228
2933,00;0,0239
2932,00;0,0250
2931,00;0,0261
2930,00;0,0272
2929,00;0,0283
2928,00;0,0295
2927,00;0,0307
2926,00;0,0320
2925,00;0,0333
2924,00;0,0346
2923,00;0,0358
2922,00;0,0368
2921,00;0,0373
2920,00;0,0374
2919,00;0,0370
2918,00;0,0362
2917,00;0,0350
2916,00;0,0335
2915,00;0,0318
2914,00;0,0299
2913,00;0,0280
2912,00;0,0260
2911,00;0,0240
2910,00;0,0223
2909,00;0,0207
2908,00;0,0194
2907,00;0,0182
2906,00;0,0173
2905,00;0,0165
2904,00;0,0159
2903,00;0,0153
2902,00;0,0148
2901,00;0,0143
2900,00;0,0139
2899,00;0,0134
2898,00;0,0130
2897,00;0,0125
2896,00;0,0121
2895,00;0,0117
2894,00;0,0114
2893,00;0,0111
2892,00;0,0108
2891,00;0,0105
2890,00;0,0103
2889,00;0,0100
2888,00;0,0098
2887,00;0,0096
2886,00;0,0095
2885,00;0,0093
2884,00;0,0092
2883,00;0,0091
2882,00;0,0090
2881,00;0,0090
2880,00;0,0090
2879,00;0,0090
2878,00;0,0091
2877,00;0,0092
2876,00;0,0093
2875,00;0,0094
2874,00;0,0096
2873,00;0,0098
2872,00;0,0100
2871,00;0,0102
2870,00;0,0104
2869,00;0,0106
2868,00;0,0109
2867,00;0,0112
2866,00;0,0115
2865,00;0,0120
2864,00;0,0125
2863,00;0,0130
2862,00;0,0137
2861,00;0,0145
2860,00;0,0154
2859,00;0,0165
2858,00;0,0177
2857,00;0,0189
2856,00;0,0202
2855,00;0,0215
2854,00;0,0227
2853,00;0,0236
2852,00;0,0242
2851,00;0,0243
2850,00;0,0238
2849,00;0,0227
2848,00;0,0212
2847,00;0,0193
2846,00;0,0174
2845,00;0,0154
2844,00;0,0135
2843,00;0,0118
2842,00;0,0103
2841,00;0,0091
2840,00;0,0081
2839,00;0,0074
2838,00;0,0067
2837,00;0,0062
2836,00;0,0058
2835,00;0,0055
2834,00;0,0052
2833,00;0,0050
2832,00;0,0048
2831,00;0,0046
2830,00;0,0045
2829,00;0,0043
2828,00;0,0042
2827,00;0,0041
2826,00;0,0041
2825,00;0,0040
2824,00;0,0039
2823,00;0,0038
2822,00;0,0037
2821,00;0,0037
2820,00;0,0036
2819,00;0,0036
2818,00;0,0035
2817,00;0,0035
2816,00;0,0034
2815,00;0,0034
2814,00;0,0033
2813,00;0,0033
2812,00;0,0033
2811,00;0,0032
2810,00;0,0032
2809,00;0,0031
2808,00;0,0031
2807,00;0,0030
2806,00;0,0030
2805,00;0,0030
2804,00;0,0030
2803,00;0,0029
2802,00;0,0029
2801,00;0,0029
2800,00;0,0029
2799,00;0,0028
2798,00;0,0028
2797,00;0,0028
2796,00;0,0027
2795,00;0,0027
2794,00;0,0027
2793,00;0,0027
2792,00;0,0027
2791,00;0,0027
2790,00;0,0027
2789,00;0,0027
2788,00;0,0026
2787,00;0,0026
2786,00;0,0026
2785,00;0,0026
2784,00;0,0026
2783,00;0,0025
2782,00;0,0025
2781,00;0,0025
2780,00;0,0025
2779,00;0,0025
2778,00;0,0025
2777,00;0,0025
2776,00;0,0025
2775,00;0,0024
2774,00;0,0024
2773,00;0,0024
2772,00;0,0024
2771,00;0,0024
2770,00;0,0024
2769,00;0,0024
2768,00;0,0024
2767,00;0,0024
2766,00;0,0024
2765,00;0,0023
2764,00;0,0023
2763,00;0,0023
2762,00;0,0023
2761,00;0,0023
2760,00;0,0023
2759,00;0,0023
2758,00;0,0023
2757,00;0,0023
2756,00;0,0023
2755,00;0,0023
2754,00;0,0023
2753,00;0,0023
2752,00;0,0023
2751,00;0,0023
2750,00;0,0023
2749,00;0,0023
2748,00;0,0023
2747,00;0,0023
2746,00;0,0023
2745,00;0,0023
2744,00;0,0023
2743,00;0,0022
2742,00;0,0022
2741,00;0,0022
2740,00;0,0022
2739,00;0,0022
2738,00;0,0022
2737,00;0,0022
2736,00;0,0022
2735,00;0,0022
2734,00;0,0022
2733,00;0,0022
2732,00;0,0022
2731,00;0,0022
2730,00;0,0022
2729,00;0,0022
2728,00;0,0022
2727,00;0,0022
2726,00;0,0022
2725,00;0,0021
2724,00;0,0021
2723,00;0,0021
2722,00;0,0021
2721,00;0,0021
2720,00;0,0021
2719,00;0,0021
2718,00;0,0021
2717,00;0,0021
2716,00;0,0021
2715,00;0,0021
2714,00;0,0021
2713,00;0,0021
2712,00;0,0021
2711,00;0,0021
2710,00;0,0021
2709,00;0,0021
2708,00;0,0021
2707,00;0,0021
2706,00;0,0021
2705,00;0,0021
2704,00;0,0020
2703,00;0,0020
2702,00;0,0020
2701,00;0,0020
2700,00;0,0020
2699,00;0,0020
2698,00;0,0020
2697,00;0,0020
2696,00;0,0021
2695,00;0,0021
2694,00;0,0021
2693,00;0,0021
2692,00;0,0021
2691,00;0,0021
2690,00;0,0021
2689,00;0,0021
2688,00;0,0021
2687,00;0,0021
2686,00;0,0020
2685,00;0,0020
2684,00;0,0020
2683,00;0,0020
2682,00;0,0020
2681,00;0,0020
2680,00;0,0020
2679,00;0,0021
2678,00;0,0020
2677,00;0,0020
2676,00;0,0020
2675,00;0,0020
2674,00;0,0020
2673,00;0,0020
2672,00;0,0020
2671,00;0,0020
2670,00;0,0020
2669,00;0,0020
2668,00;0,0020
2667,00;0,0020
2666,00;0,0020
2665,00;0,0020
2664,00;0,0020
2663,00;0,0020
2662,00;0,0020
2661,00;0,0020
2660,00;0,0020
2659,00;0,0020
2658,00;0,0020
2657,00;0,0020
2656,00;0,0020
2655,00;0,0020
2654,00;0,0019
2653,00;0,0019
2652,00;0,0019
2651,00;0,0019
2650,00;0,0019
2649,00;0,0019
2648,00;0,0019
2647,00;0,0019
2646,00;0,0019
2645,00;0,0019
2644,00;0,0019
2643,00;0,0019
2642,00;0,0019
2641,00;0,0019
2640,00;0,0019
2639,00;0,0019
2638,00;0,0019
2637,00;0,0019
2636,00;0,0019
2635,00;0,0019
2634,00;0,0019
2633,00;0,0019
2632,00;0,0019
2631,00;0,0019
2630,00;0,0019
2629,00;0,0019
2628,00;0,0019
2627,00;0,0019
2626,00;0,0019
2625,00;0,0019
2624,00;0,0019
2623,00;0,0019
2622,00;0,0019
2621,00;0,0019
2620,00;0,0019
2619,00;0,0019
2618,00;0,0018
2617,00;0,0018
2616,00;0,0018
2615,00;0,0018
2614,00;0,0018
2613,00;0,0018
2612,00;0,0018
2611,00;0,0018
